1	0.998149851100929353
2	0.998291487835130664
3	0.998257223893494805
4	0.997967742103318955
5	0.997934660425367048
6	0.997458634111260123
7	0.997513000455649945
8	0.993896162647767922
9	0.994399214330517478
10	0.995105235077526795
11	0.9949702067401065
12	0.995359204206715975
13	0.995246944317726312
14	0.994553087338715391
15	0.994877074452496846
16	0.9949211663189792
17	0.995277419174155908
18	0.995628093128199221
19	0.996367036594828503
20	0.996001667478233932
21	0.996147544899442683
22	0.976717164506088364
23	0.975669175136677391
24	0.975968779010545018
25	0.976920131509781853
26	0.976328363869337745
27	0.976850240645091961
28	0.975139013892607265
