1	0.891489903309503728
2	0.91707141849787599
3	0.929418299394620395
4	0.93304227489419167
5	0.93255612531719867
6	0.925045990491032422
7	0.881113894149388011
8	0.919573459010451733
9	0.935620477137878437
10	0.939823916015407157
11	0.93927544802985663
12	0.92685094570523141
13	0.819451400276238417
14	0.860546033301118451
15	0.881667259327846731
16	0.887164371390772755
17	0.887657510633678482
18	0.889108688554242521
19	0.711528363061312508
20	0.774496878560869018
21	0.804513924076112774
22	0.812851125961897458
23	0.818212671719673046
24	0.808517006874505895
