1	0.891430358091990116
2	0.916997505558861614
3	0.929323958026038288
4	0.932949966854519364
5	0.932453400558895584
6	0.924933989842732784
7	0.881071481439802406
8	0.91953304078843856
9	0.935559259520636677
10	0.939758843845791336
11	0.939229230086008671
12	0.926802284187740799
13	0.819473167260487911
14	0.860544012652503132
15	0.881642282009124756
16	0.887126167615254757
17	0.88759789864222205
18	0.888963898022969601
19	0.711451828479766846
20	0.774474415514204262
21	0.804473486211564781
22	0.81278272469838464
23	0.818142698870764851
24	0.808433486355675579
